uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
1.0,1.0,U,A,N,0.0,9489.931351631334,1768.342371399323,1504.7069600877064,1950.458783606332,5000.0,76.91046363228136,444.9320571107322,0.0,0.0,0.0,119.0,1011.2960414034617,210.13370255796238,68.86278961167572,U,NEW YORK CITY AREA,Y,R,102.47967202962727,1.5414123833902496,1.3088412785310388,WCMB,0.1844292031693163,0.0,O,,S,S,,M,,,,,0.09704155280374509,G,U,U,U,U,U,N,166.8246782853802,1749
3.0,0.0,U,CA,N,1756.0,8738.870656616255,1484.6982359676322,942.3580655113265,20853.499661173566,4380.0,97.07909308084865,417.3229438255065,374.77912429794463,382.0,380.0,60.0,647.1034491634226,452.980351736212,66.74457832779004,C,DC/MARYLAND/VIRGINIA AREA,Y,N,9.989997864,2.507908032995074,1.3031758119058994,,0.0,0.0,O,11.609253362321938,,U,1.0,,6.520348717381226,1.7624461086612508,C,,0.0,N,U,U,Y,Y,U,Y,143.69386900114748,1750
1.0,2.0,U,D4,N,5914.0,9659.641583720446,797.0951964623191,2.4,16782.36399495293,3145.0,43.84304925099715,456.3586650141489,0.0,552.0,567.0,101.0,466.5242867503564,203.2870361451769,97.50674203249844,S,CHICAGO AREA,Y,N,9.989997864,1.0025154769608164,1.61383844469013,,0.1398198507131645,0.0651221569813745,O,5.360512476958825,M,U,3.3208742209994835,M,6.626630957476456,1.983593792888731,,,0.16252831456400513,U,U,U,U,U,U,Y,610.6030977386182,1751
1.0,2.0,U,AA,N,0.0,12887.477117718872,1475.3375091423625,1815.8033401627954,0.0,286.0,6.593038534817289,699.2812966263939,158.28593065091138,0.0,117.0,12.0,493.60486231937307,316.8690085107013,-2.0,U,HOUSTON AREA,Y,N,96.23348531811395,1.0,1.0,WCMB,0.6924031415072632,0.23915259312426862,,0.0,,M,4.537495596059427,M,,,,C,,N,U,U,U,U,U,Y,452.5855884986828,1752
1.0,2.0,U,EA,N,1967.0,16125.599858941685,2938.5862808537377,1468.5776230813015,6051.708624889117,5325.0,108.99576523668335,0.0,198.16503229034103,653.0,534.0,134.0,1205.0685236489574,328.8313405439068,56.6658873019133,R,NORTH FLORIDA AREA,Y,N,86.49477978399464,2.7075824095172414,1.3664495466270965,WCMB,0.0,0.41548267058854543,O,13.924918668024706,M,B,1.0,M,4.719460337745543,1.0,C,A,0.2520938999104318,O,U,U,U,U,U,N,489.18070852249156,1753
1.0,0.0,N,AA,N,5128.0,0.0,3.65,1287.4330295784664,1054.8407852826604,1430.0,65.8486755169381,0.0,91.36859823280017,798.0,55.0,15.0,536.1229896548904,0.0,11.004905495864953,U,CALIFORNIA NORTH AREA,Y,N,209.1295011707392,1.7592484908239843,2.148301897927296,,0.2815254762433751,0.10613217620516296,O,,,M,3.4877876415286906,,6.0700571107814945,,,A,0.10162058985926686,O,U,U,U,U,Y,Y,664.7828426470844,1754
3.0,3.0,U,AA,N,8633.0,19003.09435552905,1447.5361289936936,135.6805531030211,0.0,2944.0,83.5507274228919,270.2081646181994,167.6267342462233,405.0,135.0,118.0,499.61197354953197,193.0528833073468,7.671621480289865,S,HOUSTON AREA,N,N,71.32580093462185,1.0,1.0,WCMB,0.0,0.24968787965134637,O,11.603888353977851,S,U,2.4197407889719083,M,7.565057101586205,,B,,0.40936078586680685,H,U,U,U,U,U,N,386.2701668363251,1755
2.0,1.0,U,AA,N,0.0,18445.381366746173,2594.454350924063,2606.1214885797735,7065.563909362856,3497.0,10.139969510974773,1065.236411886252,244.0906869113349,0.0,502.0,108.0,168.60701119972833,98.75241989801313,46.840021894863376,C,CENTRAL/SOUTH TEXAS AREA,Y,R,119.17961438757665,2.3237933725014193,1.9960704457314964,WCMB,0.0,0.33140534700905677,O,0.0,S,M,,,6.931897667435543,,C,,0.3325472056930353,U,U,U,U,U,U,Y,419.50972067375915,1756
3.0,1.0,U,AA,N,0.0,7073.367062801653,30.10835789445639,1088.2139542803563,14578.935075890698,6052.0,10.27199976951514,1521.9638154878455,75.00443581057083,575.0,4.0,108.0,0.0,453.0294687043431,59.56579486385234,U,DALLAS AREA,Y,N,75.14136635358585,2.202304132479954,2.1817485790649656,WC,0.36614176585323266,0.3461598657484904,O,12.966162112756955,,M,2.137068862476286,M,5.148637543266016,1.466636601661669,,A,0.16303551123623,N,U,U,U,U,U,Y,39.96002628383138,1757
4.0,2.0,N,A,N,0.0,6619.394714487596,1885.7707762388038,2.4,6844.0495695173795,10079.0,72.88898949301534,485.850057012458,321.47681819805166,1488.0,357.0,156.0,1054.1291098455713,306.02780239854013,79.15877172735296,T,LOS ANGELES AREA,Y,N,9.989997864,1.0,3.1718311821003295,WCMB,0.19931878924457666,0.0,O,14.957108848597368,S,S,5.252006295264604,M,6.444831293486995,2.0172786622252645,,,0.4239158425717672,U,U,U,U,U,U,N,821.3960285339897,1758
1.0,1.0,U,A,N,0.0,0.0,1999.733849438197,2.4,3110.051607253783,65.0,95.07190625723517,503.6972936138568,271.3082162772014,764.0,113.0,108.0,508.1987423999552,338.20188782127406,76.45429666880194,R,CHICAGO AREA,Y,N,97.87731202555385,1.0,1.84684822695389,WCMB,0.25770468737312313,0.0,O,15.0,M,B,1.0,M,8.835285181791312,,,A,0.0,N,U,U,U,U,U,N,452.5604432044511,1759
2.0,1.0,N,AA,N,0.0,0.0,3.65,1529.3040675097695,0.0,3034.0,17.079117659089356,0.0,143.35303014127973,528.0,41.0,1.0,74.866823134919,273.3142023796073,24.996788831552244,S,SOUTHWEST AREA,N,N,114.736049321465,1.0,1.0,WCMB,0.0,0.08778334137526786,,,M,M,3.6853306743836063,,,,C,,0.21662012884811355,I,U,U,U,U,U,Y,401.6669926909214,1760
1.0,1.0,U,AA,Y,0.0,12145.001331317013,1639.5036453184991,1554.322118925696,1823.705445765695,0.0,54.23253171253619,880.3198647730479,34.85902223058474,321.0,82.0,87.0,1557.7450375150731,197.51158277593103,50.653168804651855,T,SOUTHWEST AREA,Y,N,67.79987241055181,5.126496289875378,1.498913153762396,WCMB,0.6569523824611209,0.6513476879014233,O,0.0,M,U,1.0,M,9.0,,C,,0.2743570273911377,U,U,U,Y,U,U,Y,69.79146401007284,1761
1.0,3.0,U,CA,N,7553.0,18053.585092623507,800.5176182536214,571.1039077193503,12289.015774922127,8401.0,0.5178026585637525,680.8887172358905,158.33938409714852,828.0,0.0,1.0,727.8729497742481,331.0430697449963,117.25640987186554,C,CENTRAL/SOUTH TEXAS AREA,N,N,89.13409769014922,4.907252387057175,1.0785720453995284,WCMB,0.0,0.3358959980013295,O,1.6061557683505443,M,A,5.594543604769715,M,8.380067910490837,2.83215212203357,,A,0.3702165048064874,U,U,U,U,U,U,N,238.20568980001116,1762
1.0,2.0,Y,AA,N,1694.0,13964.871504903062,980.3703144278015,1348.7956874518388,0.0,3001.0,32.5444858587757,607.8773667798633,527.7768423680316,631.0,423.0,55.0,407.3154641874769,174.4677470769693,124.46425769002232,S,PHILADELPHIA AREA,Y,N,159.00640003258644,3.775155428071283,1.377727573862753,WCMB,0.5642456346802296,0.0,O,6.638687746919305,S,,6.0,M,2.7921334053315423,1.839985070189973,,O,0.09264805582636755,S,U,U,U,Y,U,Y,273.91377274251687,1763
1.0,2.0,U,B,N,2996.0,6992.174802116295,754.7686623146087,1521.0148935785517,18569.794672274067,1711.0,48.619514155748455,0.0,46.43935350196466,897.0,224.0,39.0,1015.3331029078388,413.0339458730019,46.174902381922834,T,OHIO AREA,Y,N,84.85575622146918,1.0,1.0,WCMB,0.13839497909907925,0.08727849240792218,,9.34422894602981,S,U,,N,4.357631176401074,,B,,0.03463763163252294,J,U,U,U,U,U,N,583.6531130329605,1764
1.0,2.0,U,C,N,0.0,24339.051857579016,2151.527374439016,1077.6726154995642,2530.03741909209,3033.0,75.5896605669247,1351.8780878925138,430.4571325616487,0.0,152.0,89.0,692.3791475864223,0.0,62.468083375620765,S,SOUTHWEST AREA,Y,N,179.29866742783446,1.0,1.4839440154231447,WCMB,0.5488212697969448,0.15932168956851506,O,3.650646822410773,M,S,2.3922282638622145,M,4.718932438696797,,I,,0.0,H,U,U,U,U,U,,531.3136697488658,1765
1.0,2.0,N,CA,N,5279.0,16359.776387222752,936.2961278221942,370.86518714508577,9211.315189491603,3222.0,0.48,1150.4620872278888,0.0,584.0,47.0,21.0,682.7310827147817,368.00816184505913,22.152334370436186,S,MIDWEST AREA,Y,R,114.8170712282406,1.0,2.6903456223530124,WCMB,0.8957417109325531,0.0,O,9.808528603951247,S,A,3.6831994477987484,M,7.129884723294829,,,A,0.26021564958214743,S,U,U,U,U,U,Y,230.92188421781526,1766
1.0,1.0,U,BA,N,9988.0,4235.244217987778,636.7613944908709,1767.8147400610694,4115.757670752604,87.0,105.6611481626226,612.7962161198144,29.093423525434332,274.0,240.0,22.0,207.32807652063474,112.0810392597278,100.55431550598337,C,NEW YORK CITY AREA,Y,R,166.2054324589194,1.0,2.7345987450889453,WC,0.12799402064422247,0.0,O,4.496889500910794,S,S,,M,,,C,C,0.13646482527098663,S,U,Y,U,U,U,Y,526.7719812740189,1767
2.0,2.0,U,BA,Y,0.0,26559.753000118224,651.2079600920656,1663.8649095175742,0.0,7299.0,51.746556784248135,918.7015246132025,82.48790736247165,718.0,351.0,83.0,855.4772265327692,302.5184856168556,,S,NEW YORK CITY AREA,Y,N,198.36998714941683,2.6012533462728293,2.1527133556579043,WCMB,0.9442144397049675,0.20799351242142056,O,,,M,3.356542367714777,M,9.0,1.0791369603236967,,G,0.0,U,U,U,U,U,U,N,494.3011906558379,1768
1.0,0.0,N,BA,N,9415.0,0.0,741.0920936306125,1437.0597305516346,11330.610737051025,5258.0,104.72055288907683,506.1374528710511,332.83492039776763,0.0,127.0,114.0,976.637953244999,0.0,36.87104124074749,T,NEW YORK CITY AREA,Y,R,46.75470606273664,4.0670110835303515,1.0,,0.45039861855019375,0.2817462444289834,O,5.868552269294786,S,S,1.0,M,6.664835735770842,1.3578786800707672,,,0.0,S,U,U,U,U,Y,N,-5.0,1769
5.0,2.0,N,C,Y,4259.0,0.0,111.1810345926342,259.63433788428756,2406.4614576785443,5782.0,83.17963099070747,843.7566403172925,182.84479794393508,310.0,366.0,59.0,210.0157824451166,227.645341171649,106.62468859504634,U,GREAT LAKES AREA,N,R,167.40371501441655,1.4556293160333074,2.0188360237840994,WCMB,0.296630405041436,0.04309867603885682,O,,M,U,1.1970748065339611,M,3.4588644997374827,1.9945588303611268,,A,0.18883267876088833,N,Y,U,U,U,U,Y,219.125399630881,1770
1.0,1.0,N,D4,N,2941.0,3998.829448359985,629.2383042394395,2.4,386.5037030065341,282.0,88.73411233965516,0.0,393.4167039327161,809.0,233.0,168.0,0.0,150.75167775278,88.70703564371071,,DC/MARYLAND/VIRGINIA AREA,Y,N,182.48140313923784,1.0671311634075493,1.3851914892240078,WCMB,0.0,0.0,O,,S,,2.738337325597179,M,4.479042741336692,1.3236555334022873,C,,0.12853162668899493,N,U,U,U,U,U,Y,781.3051465617402,1771
2.0,0.0,N,A,N,4394.0,1073.5645071615836,1132.2862950661356,1024.4046846920337,0.0,79.0,130.97035518059985,0.0,117.72896519547388,895.0,162.0,43.0,981.4931409017292,170.08032029867482,51.844322458024465,,NEW YORK CITY AREA,Y,N,167.32756075275137,1.0,1.2826236364062489,WCMB,0.0,0.18501446531423454,,5.7834402546597,M,A,1.7696028508890542,M,7.48864537542012,1.880891574532976,C,K,0.29861552201230235,N,U,U,U,U,U,N,393.55406580467735,1772
1.0,1.0,U,BA,N,4358.0,4485.662723452639,1376.8249388495233,1741.110059784151,18742.763866099507,2410.0,29.649638027296284,0.0,164.5155123164802,503.0,356.0,91.0,821.7667209594476,0.0,30.31232268922868,T,PHILADELPHIA AREA,Y,N,85.60262373091024,1.5018643286165365,2.6210826150203967,WCMB,0.33642438914783446,0.0,O,3.503805064183084,S,A,2.6449927970667577,M,8.316544224379223,,C,,0.1094733987327923,S,U,,U,U,U,Y,800.8414850497838,1773
3.0,2.0,N,EA,N,9917.0,14565.063376743634,2058.8589446811775,1834.2024600658033,7599.162512185308,5841.0,62.81164014081138,130.09580151764413,118.39369703774605,0.0,82.0,75.0,927.8733921010909,184.3738527029521,159.69934859987953,S,OHIO AREA,Y,N,9.989997864,1.0,1.2683783962506734,WCMB,0.07569541817902044,0.0,O,3.2699654079023097,,M,,M,,1.7539854666301837,I,A,0.13525195529100542,N,U,U,U,U,U,Y,563.4658465208122,1774
3.0,1.0,U,AA,Y,4849.0,7353.877895256201,1237.457701793674,1451.0920904753161,17057.15656171013,4721.0,22.088543995355906,201.53383770324535,513.6344420863747,862.0,0.0,43.0,532.5716193566523,202.06229639645247,89.91066832316542,,CHICAGO AREA,N,N,251.37381155969797,1.0,1.2341998216534384,WCMB,0.34440359705417084,0.8836898882958955,O,7.173728138536763,S,M,,M,9.0,2.4038635141404434,I,L,0.0,N,U,U,U,U,U,Y,314.4024502506184,1775
2.0,2.0,U,A,N,4928.0,7576.459413117213,627.2461920232495,581.6530744398951,12876.80004721829,0.0,54.21781218481961,680.2173220138567,0.0,1365.0,170.0,120.0,987.77666153498,0.0,97.75517580160374,T,DALLAS AREA,Y,N,9.989997864,2.0241063371067787,1.9787346069924283,WCMB,0.3223941625818785,0.0,O,0.0,,S,1.0,M,1.3542305209446264,,C,,0.297802245279942,N,U,U,U,U,U,Y,425.4830671963002,1776
1.0,1.0,U,BA,N,1279.0,8158.085866499518,169.60138330981385,284.439941613673,17055.979324994383,5345.0,83.95338431986308,370.8874536480665,88.26657078224711,72.0,187.0,18.0,185.37840231931182,0.0,50.06035135087653,S,TENNESSEE AREA,N,N,223.64030968595324,1.0,1.0,WCMB,0.0,0.32270453288452555,,11.257163277412486,S,S,3.4333415841444603,,2.5090665483212438,,C,,0.062483778496084,Z,U,U,,U,U,Y,652.5810812298189,1777
2.0,1.0,Y,CA,N,6058.0,0.0,1283.095060931114,945.9405101909099,2697.5522199447587,0.0,98.67976822852205,471.15767502118615,9.428398607259368,292.0,137.0,1.0,416.95653237367566,207.1789649003965,61.16997660670938,C,CHICAGO AREA,Y,N,30.775952882242635,1.0964770321957222,1.3947719921512973,WC,0.0,0.0,O,12.937952644753022,S,S,,M,,,I,A,0.14173495366886923,G,U,U,U,U,U,Y,298.1654027063954,1778
1.0,1.0,U,A,Y,0.0,0.0,931.8185677797692,953.9077145166312,0.0,351.0,44.09082966588373,0.0,269.7704290200709,950.0,410.0,53.0,0.0,252.71675763882575,9.088946120945039,S,NEW YORK CITY AREA,Y,N,25.274952362349097,1.8060237964208523,2.7004316012766654,WCMB,0.7173938055990855,0.25216096878944283,O,4.797964603860605,S,A,2.546782140819019,,5.630881380821246,2.389018872016149,I,,0.3143049473314165,H,U,U,U,U,U,Y,712.0206935151002,1779
3.0,1.0,Y,AA,N,3290.0,4309.041290569667,960.0101775448011,1890.4287177135382,14101.575859560548,3429.0,14.34720020158408,0.0,0.0,964.0,277.0,47.0,1084.5118812511287,169.11641865787965,89.69598910185658,C,DALLAS AREA,Y,R,106.75768498020453,1.0,2.891934707846061,WCMB,0.0,0.34082472510061335,O,,M,S,1.0,,,,,A,0.0,N,U,U,U,U,U,Y,740.8899887345348,1780
2.0,1.0,U,AA,N,13807.0,343.072239665863,1255.8383854241438,557.0694930538496,8665.358543124374,0.0,60.564671901726086,501.74971404928135,479.35546401689817,1105.0,158.0,109.0,486.41439580279444,186.57475538277404,43.41818075186315,S,CALIFORNIA NORTH AREA,Y,N,97.83156083817732,1.0,1.0,WCMB,0.0,0.0,O,,,M,2.9323566251698776,M,,1.0,C,A,0.34527718629165954,R,U,U,U,U,U,Y,774.0196617835851,1781
2.0,2.0,U,BA,N,0.0,5639.564064413027,1474.9158370017458,626.8583823886717,3537.9470641181497,0.0,27.098337088447167,246.02144913765454,187.0945743212956,1061.0,179.0,1.0,624.7813690992898,183.28039879218065,16.844196514184347,T,PHILADELPHIA AREA,N,N,235.12960691554883,1.9593197761964867,1.0,WCMB,0.0,0.05874102406756909,O,11.414402935943148,,M,2.421120536423474,M,,,C,,0.0,U,U,U,U,U,Y,N,95.48320894205045,1782
1.0,1.0,U,ZA,N,3761.0,19817.32428597009,1261.9841870390437,2686.6550765556717,13929.854538082258,8667.0,37.01692938316472,485.72834327626373,242.76201746101336,0.0,196.0,84.0,724.8380203148427,78.80772912263622,23.837801709802726,C,CALIFORNIA NORTH AREA,N,N,62.03351809066918,1.0,1.033000272006883,WCMB,0.4958973446717806,0.0,O,6.135749505522152,S,S,4.461351893731873,M,4.5454763611917235,,,,0.0,S,U,U,U,U,U,Y,500.90954702511976,1783
1.0,2.0,U,ZA,N,3907.0,7003.142924299385,886.4888172231006,2263.403179485137,10194.663185065754,7969.0,82.20455388990578,722.4375641828265,251.27448713471614,264.0,282.0,78.0,391.14914108820915,145.79692313870402,156.936609420926,U,NORTH FLORIDA AREA,Y,N,157.88542720206883,1.850486049991234,1.0,WCMB,0.0,0.0,O,,S,U,2.441501413526937,M,,,C,A,0.43899011944084426,N,U,U,U,U,U,N,384.65004446068224,1784
2.0,1.0,Y,AA,N,2012.0,0.0,348.4204281799499,218.4251655569724,13037.920427122222,11438.0,75.47482723502311,1202.6169140566235,170.1880715695551,854.0,190.0,74.0,918.0995232966737,0.0,46.558803583002565,S,HOUSTON AREA,Y,N,133.07338091811596,1.0,3.0927285525460793,WCMB,0.0,0.45978946258732956,O,9.370329819843658,S,S,1.0476162472962778,,4.3508383707699565,,,D,0.0,O,U,U,U,U,Y,N,238.9847198631138,1785
3.0,0.0,U,AA,N,2102.0,774.9182948960461,509.27625609072516,2194.114008844033,0.0,4529.0,88.07966541523861,474.7585159290997,193.97277718478992,474.0,151.0,108.0,1333.1085673763507,71.53357854241727,73.69108878483284,S,NEW YORK CITY AREA,Y,N,47.904620250821786,2.153963531400581,2.1938989807350744,WCMB,0.04983077530952251,0.0,O,,M,U,2.6441276842378314,M,3.853307277970611,1.681887041396921,,A,0.35490803283802624,N,U,U,U,U,U,Y,774.5820711578334,1786
3.0,0.0,U,EA,N,3224.0,22473.169663102814,1755.412164717653,17.53922686673195,15948.820386336274,5258.0,45.7195689227002,1278.8509791249667,187.774497026456,715.0,0.0,58.0,996.213528153032,170.6136621950924,9.97840699021296,S,TENNESSEE AREA,Y,N,136.1366242241508,1.0,1.0,WCMB,0.41183793795179446,0.0,O,,M,S,1.6325983253885912,,8.344060108588021,1.444476200891249,B,A,0.20151278922380406,I,U,U,U,U,U,N,164.86450362748977,1787
1.0,1.0,U,CA,N,1922.0,20929.8121705528,670.6451038710718,595.4280633701946,7506.514548926062,2254.0,94.39962567511445,661.8719953921715,260.696265611339,450.0,44.0,62.0,0.0,404.20134622678387,50.97691728660187,S,NEW ENGLAND AREA,Y,N,97.36511400128038,1.0,1.0,WCMB,0.0,0.2574143616853642,O,,,M,1.6891540359553852,,5.590460418002913,,C,A,0.0,U,U,U,Y,U,U,Y,274.69079729052646,1788
2.0,3.0,U,A,N,3719.0,12812.570364830626,3.65,691.0522878569395,16870.654192696464,1520.0,58.43270062929698,786.0634989568025,35.540767128260995,287.0,234.0,80.0,564.1678451375253,156.13705935028426,2.823142928208007,U,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,174.19280185569335,3.8946419630326448,1.5659561850699015,WC,0.3789578543284292,0.8802786163157116,,,S,U,1.85299944979133,M,6.021648998543732,2.0550841188780553,B,A,0.06483125815594389,N,U,U,U,U,U,Y,342.43403454269935,1789
3.0,2.0,U,A,N,1029.0,0.0,2020.934944121771,894.9213115589598,15868.34521736759,6112.0,47.63840399028865,945.4887378884071,7.059437749833421,391.0,217.0,54.0,586.7259585225881,555.0411216468218,73.83914646649171,U,CHICAGO AREA,N,R,89.04072120980149,2.271431134737198,1.8810308478977567,WCMB,0.31741315024702543,0.0,O,4.592864128183762,S,B,2.0135979497064778,M,3.3018658575355406,,,A,0.0,H,U,U,U,U,U,Y,275.090836824245,1790
1.0,0.0,U,AA,N,10544.0,10307.3066879762,228.16329375082694,1480.812715582099,13444.970265549338,7953.0,18.179710414902495,799.3247246711966,311.33312637428014,0.0,0.0,1.0,1126.61712500089,531.0166324665921,21.572072199014357,R,CALIFORNIA NORTH AREA,N,N,192.8435914404816,3.005292720660946,3.407034630509372,WCMB,0.26459831937069594,0.0,O,6.986721354831551,,U,2.1053329117312867,,,1.4160109828136918,C,A,0.141600227910539,N,Y,U,U,U,U,N,500.277293226267,1791
2.0,0.0,U,EA,N,1922.0,10973.697109955305,1061.987507889999,1049.567303127073,6591.197167762685,5791.0,0.48,132.18990583238264,173.2326544944025,134.0,72.0,40.0,236.92276060425928,191.10135941675378,91.21473692072243,C,MIDWEST AREA,Y,R,125.0464803120648,1.7985105248469688,1.1168723021251956,WCMB,0.0,0.03432486396311719,O,,S,U,1.8397573753611467,M,,,C,B,,Z,U,U,U,U,U,N,201.38871687150936,1792
2.0,2.0,U,BA,N,5036.0,7869.709538164627,1450.8416729681965,1476.587510992826,13644.983926119945,0.0,1.3601848025643548,958.6301130525045,0.0,484.0,1.0,47.0,0.0,102.7604497612532,-2.0,U,DC/MARYLAND/VIRGINIA AREA,Y,N,28.595919653104914,1.0,1.7595206473477865,WCMB,0.0,0.2786886446038288,,3.2422181063273596,,M,,M,3.3419364169088803,1.771004468600442,C,A,0.19492303332008132,N,U,U,U,Y,U,Y,305.05065100066304,1793
1.0,1.0,U,A,N,341.0,2708.3297922830006,1034.6699649704844,622.4965634004262,17093.394044192137,4308.0,65.70522471076453,319.69680732049176,93.80593668809117,494.0,443.0,33.0,924.6488824787771,592.4239743013542,32.92108733198731,T,OHIO AREA,Y,N,9.989997864,1.0,1.1300549345647029,WC,0.6328263159084765,0.36744872982185117,,0.9938402480885644,S,M,,,5.654975115164127,,,A,0.41636519747404427,N,U,U,U,U,U,N,334.4042086365657,1794
1.0,2.0,U,ZA,Y,6415.0,4505.600752813215,3.65,1274.5224555423304,12761.116771259623,0.0,25.096739125957193,616.0125350509218,430.32179628396136,823.0,229.0,44.0,500.08474221531156,314.6776848789225,106.64554537426766,U,NEW YORK CITY AREA,Y,N,213.97407866385274,1.0,1.3994681709753531,WCMB,0.4517939759294332,0.0,O,10.217825548644146,,M,2.6440489264215423,M,,1.378317043507259,,,0.0,N,U,U,U,U,U,Y,-5.0,1795
1.0,1.0,U,BA,N,5658.0,2104.2372993429017,1364.9751336940863,1026.4571615622797,9287.61654461279,1617.0,0.48,541.9797830355122,146.639286433383,367.0,263.0,68.0,199.83433514340413,258.5124394769436,121.16983731197286,U,MIDWEST AREA,Y,N,98.86786008863193,1.0,3.2473078408670393,,0.31980831383290276,0.5684138777303372,O,7.207028364891721,,U,1.6773026299771137,,,,,A,0.08608238148503691,N,U,U,U,U,U,Y,848.4626470434469,1796
1.0,2.0,U,C,N,4467.0,0.0,2163.275457848776,2.4,13664.577018883661,8983.0,42.74867726666638,985.3958312624255,84.4411137909733,1414.0,167.0,46.0,380.4465352538766,46.53053485965569,58.927285853625236,S,NEW ENGLAND AREA,Y,N,98.44116390945938,3.506909508533113,4.018992516072602,WCMB,0.33015225227085726,0.24126117486125925,O,8.526845012635473,S,M,,M,8.69215849189926,,C,,0.0,H,U,U,Y,U,U,N,630.6875459568427,1797
1.0,2.0,Y,A,N,0.0,19486.777036857988,1702.7642334722666,1365.9226093119282,3027.942530470098,0.0,68.03103918755576,656.0805087070584,0.0,1176.0,60.0,99.0,0.0,100.2490570332798,42.855729707830776,C,DC/MARYLAND/VIRGINIA AREA,Y,N,117.6584292314207,1.4878966774957316,2.184969162875397,WCMB,0.4725086159102914,0.0,O,,M,U,3.791543975356633,M,6.799256584727044,1.2867930592081533,,,0.0,J,U,U,U,U,U,Y,47.55180015944927,1798
1.0,1.0,U,A,N,25.0,15294.987770619546,3.65,1040.8144457506357,20558.887929771234,10983.0,72.92327860307114,0.0,78.2585083488071,252.0,94.0,100.0,594.1269072063686,0.0,63.431642902165706,S,DALLAS AREA,T,N,99.90909583592017,1.0,1.0,WCMB,0.0,0.018647068457889063,,,S,U,3.728129924296165,M,9.0,2.3808918456957278,C,A,0.036150276478902246,S,U,U,U,U,U,Y,421.20884251754916,1799
1.0,1.0,U,A2,N,9269.0,5179.006209816225,2846.2676498449264,360.30553364870264,0.0,4901.0,56.869848900906355,1400.8870518990875,0.0,625.0,275.0,1.0,358.75361054710834,450.25833167610836,142.32006025791486,,SOUTHWEST AREA,Y,N,109.40129673646447,1.0,2.3946651328185595,WC,0.5695444186483914,0.2118284639683936,,6.239960502193329,,S,2.953716895311288,M,4.216297968219807,1.425808805368326,,A,0.0,U,U,U,U,U,U,N,301.32512581666094,1800
2.0,1.0,U,E,N,0.0,10700.537672312304,3.65,603.1715711032517,7842.002290242235,1085.0,55.71301122154113,849.8326405028038,245.58558296462107,1167.0,130.0,1.0,774.3475904064811,270.0092505799474,47.742211274995,S,MIDWEST AREA,Y,N,9.989997864,2.318984331751663,1.5889682475489617,WCMB,0.07173587929972064,0.08387825381563335,O,0.0,M,U,3.920344764883386,M,,1.0555194637525542,C,,0.41239829710721015,N,U,U,U,U,Y,N,694.9877924236523,1801
2.0,2.0,N,E,N,5307.0,11025.729316713909,112.13293079366463,623.773721999982,4057.1511537080514,3093.0,38.444247522619314,242.34362503324607,181.82704017495635,178.0,277.0,1.0,407.84534429385644,121.66657785655894,58.82448747357191,T,OHIO AREA,Y,N,159.38941863251517,1.0,1.8036821139375754,WCMB,0.10621527659999552,0.04176450574568746,,,,M,,M,,,C,A,0.4107443261095339,S,U,U,U,U,Y,Y,517.9601968931271,1802
1.0,1.0,U,B,N,0.0,27953.100762954175,1698.7942607766013,754.3381741717503,2037.9212663019216,263.0,80.83668324937352,0.0,112.55649591994789,121.0,208.0,46.0,527.2654128622822,92.06829982689484,15.76912536123762,T,DC/MARYLAND/VIRGINIA AREA,Y,R,112.81000367944782,3.216512981968974,1.4276996843067677,,0.8140413628168787,0.6539105040257475,,4.776847913040784,M,U,3.644325988162932,,7.030616994095327,1.4819366134403729,A,A,0.005104465749613402,Z,U,U,U,U,U,Y,22.025435046539087,1803
1.0,2.0,U,A,Y,6700.0,15210.531171079376,1418.1568632122778,2437.936806708909,10169.440665563403,782.0,51.51998800800137,899.9671085470859,45.635625077583185,1213.0,237.0,44.0,283.5008606583142,0.0,31.062455453698973,U,DC/MARYLAND/VIRGINIA AREA,N,N,145.01658925521798,3.6971247902217366,1.047303020322785,,0.44397174152008323,0.22884884420063284,,0.0,S,M,2.7432934767779944,M,1.0,1.6498958137595967,C,A,0.2291466194857663,J,U,U,U,U,U,N,274.88314936192313,1804
2.0,1.0,N,AA,N,275.0,14882.943395212395,1100.4434029833428,2716.2823045879118,0.0,3112.0,55.15355655524761,36.88098299339623,429.7287346876019,889.0,247.0,66.0,383.17343116938093,165.60433228984718,76.64211717507092,T,LOS ANGELES AREA,Y,N,68.53974957680222,1.0,2.026073993636228,WCMB,0.0,0.0,O,,S,S,,M,1.9637519716016447,1.2917480816095916,,A,0.29435572188644926,S,U,U,U,U,U,,521.9594003086878,1805
